timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-02T23:29:40,codecarbon,894b9be5-787a-4a9a-b58a-88e7ee811345,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2009.018321399999,0.002436951124951043,1.2130059238348986e-06,12.5,0.0,5.920429229736328,0.006963376319444429,0,0.003293626845479221,0.010257003164923641,United Kingdom,GBR,scotland,,,Windows-10-10.0.19045-SP0,3.10.2,2.7.2,12,Intel(R) Core(TM) i7-10710U CPU @ 1.10GHz,,,-2.9775,56.4597,15.787811279296875,machine,N,1.0
